模型,违约事件数,违约前6个月内被预警比例,首次预警提前月数中位数,预警名单6个月违约率,基准6个月违约率
D1 自身(含自身时序),285,0.5157894736842106,5.158110882956879,0.054093567251461985,0.005993558553239657
D4 +多层级时序,285,0.543859649122807,5.092402464065708,0.05644899285250162,0.005993558553239657
